"rank","slug","source","n_jobs","top_titles","sample_description","industry","confidence"
"688","gravie","lever","19","Associate General Counsel - Healthcare Product and Regulatory | Clinical Operations Analyst, Medical Coding | Comfort Communications Specialist | Data Platform Architect | ICHRA Communications Specialist","Hi, we’re Gravie. Our mission is to create health benefits that actually benefit small and midsize businesses and their employees. Our innovative benefit solutions and services are developed and delivered by a diverse group of unique people. We encourage you to be your authentic self - we like you that way. A Little More About The role: We’re looking for a Sales Coordinator to partner and support ","finance_insurance","high"
"689","guild","greenhouse","19","Product Manager | AI Engineer, Production Agents | Software Engineer — Agent Control Plane | Engineer — Product & User Interface Systems | Forward Deployed Engineer (FDE)","At Guild, we believe talent is everywhere and that opportunity should be too. We continue to have our home and headquarters in Denver, but we have embraced a distributed model of working to reach the best talent in the United States. While some roles may require proximity to our Denver office, roles based outside of our Denver office can sit in any of the following 32 states: AZ, CA, CO, CT, FL, G","tech_software_internet","high"
"690","heetch","lever","19","Accountant Manager- Poste basé à Alger en CDI | Ambassadeur·rice Heetch - CDD temps partiel - JUIN | Ambassadeur·rice Heetch - Stage 2 mois | Chef d’atelier – Fleetch Côte d’Ivoire | Chef de projet – Seetch (stage)","À propos de Fleetch Fleetch est une filiale du groupe H, acteur majeur de la mobilité urbaine en Afrique. Fleetch possède une flotte de plusieurs centaines de véhicules qui sont concernés en VTC par des chauffeurs en location ou en Drive to Own (travaillé-payé). Nous possédons des véhicules Suzuki et une cinquantaine de véhicules électriques. La performance repose sur la disponibilité des véhicule","transportation_logistics","high"
"691","hexa","ashby","19","Chief of Staff | Founding AI Engineer @Panora (backed by Hexa) | Sales Executive (full cycle) - SMB | Founding Engineer | Unsolicited Application","Join Hexa as an Intern. Build the next generation of startups! Hexa started as eFounders in 2011 and has since become a leading startup studio, giving entrepreneurs the best chance to build outstanding companies. We have built over 40 companies, including Aircall, Spendesk, Front, Swan, and Yousign, with a combined valuation of $ 4.5bn . At Hexa, interns don't fetch coffee. They shape companies. ✨","finance_banking","high"
"692","impossiblecloud","lever","19","Business Development Manager – GPU and Neo-Cloud Sales | Channel Sales Manager (DACH) | Commercial High Potential Program (DACH) | Commercial High Potential Program (France) | Commercial High Potential Program (Spain)","ABOUT US: Impossible Cloud is a fast-growing B2B cloud company headquartered in Hamburg, Germany. We have built a cloud object storage solution comparable to AWS S3, purpose-built and optimised for AI and compute workloads. Our commercial hyper-growth speaks for itself, powered by our channel-first go-to-market strategy. We are now expanding beyond storage: we are building a high-performance compu","tech_software_internet","high"
"693","innovecs","greenhouse","19","Advanced Software Engineer Java | AI Solutions Architect (Freelance) | Data Solution Architect (Supply Chain, Part-Time Consultant) | Delivery Manager | Frontend Engineer (iGaming)","We are seeking an experienced and talented Senior Salesforce Developer &nbsp;to join our team! Innovecs &nbsp;is a global digital transformation tech company with a presence in the US, the UK, the EU, Israel, Australia, and Ukraine. Specializing in software solutions, the Innovecs team has experience in Supply Chain, Healthtech, Software &amp; Hightech, and Gaming. For the fifth year in a row, Inn","consulting_professional_services","high"
"694","intuitive","linkedin","19","Clinical Affairs Specialist 3 | Senior Quality Engineer | Senior Software Validation Quality Engineer | Learning Management System Product Manager | Senior Project Manager","Company Description At Intuitive, we are united behind our mission: we believe that minimally invasive care is life-enhancing care. Through ingenuity and intelligent technology, we expand the potential of physicians to heal without constraints. As a pioneer and market leader in robotic-assisted surgery, we strive to foster an inclusive and diverse team, committed to making a difference. For more t","healthcare_devices","high"
"695","jobandtalent","lever","19","DE - Senior Account Executive | ES - Go to Market Analyst | ES - Onsite Coordinator (Miralcampo) | ES - Onsite Coordinator (Tarragona) | ES - Senior Account Executive","The position: We are recruiting for an onsite coordinator to join our team at Hams Hall Birmingham for our client, a leading 3PL based at B46 1AL. Experience in either recruitment, payroll, planning or team leading position is required but full training will be provided. If you think you have the right attitude and personality just click apply. Working Hours: Monday to Friday, 8 hours a day betwee","consulting_professional_services","high"
"696","kickmaker","lever","19","AI Engineer | Chef de Projet (H/F) | Firmware Engineer | Freelance - Chef de Projet (H/F) | Freelance - Ingenieur Electronique (H/F)","Kickmaker is a high-tech product design and industrialization agency. We support our customers from prototype to production run in our main vertical markets (medical, new mobility, electrification, agrotech, robotics, IOT and consumer devices) and our cross-disciplinary skills (embedded AI, high-tech manufacturing automation, eco-design, industrial design and WEB 3.0 for the economy of functionali","consulting_professional_services","high"
"697","kin","ashby","19","Staff Software Engineer, Front-End Focus | Senior Software Engineer, Back-End Focus | Senior Manager - Content and Organic Search | Licensed Sales Manager | Staff Software Engineer","Who we are Kin makes life simpler, more affordable, and better for homeowners — especially in the places where climate risks, rising costs, and outdated systems make it harder. We start with smarter homeowners insurance and expand to everything homeowners need to thrive. Using data, technology, and thoughtful human support, we’re building products that are clear, fair, and help homeowners feel con","finance_insurance","high"
"698","kuala-lumpur-kepong-berhad-klk","jobstreet","19","IT SAP Support Executive (PP QM/ PM/ FICO) (Ipoh, Perak) | Mill Engineer (Peninsular Malaysia) | Foreman (Based in Estate) | IT SAP PP QM Support Executive (Ipoh, Perak) | IT Software Engineer (Ipoh, Perak)","[Category: Information & Communication Technology / Help Desk & IT Support] Job Responsibilities: Provide 1st level IT system support on IT software and hardware, and tracking on Service Request (""SR""). Conduct IT system training. Conduct IT Survey. Prepare IT system documentation and user guide. Helpdesk Service Ticketing maintenance. Support Operating Systems and In-house developed applications.","agriculture_food_production","high"
