slug,industry,confidence
gameplantech,defense_aerospace,medium
gas-malaysia-berhad,energy_utilities,high
givebutter,tech_software_internet,high
glassboxltd,tech_software_internet,high
glovis-america-inc,transportation_logistics,high
govsignals,tech_software_internet,high
grammarly,tech_software_internet,high
grille-tech-sdn-bhd,manufacturing,medium
hanker-systems-inc,consulting_professional_services,high
hankooktireamericacorp,automotive,high
hilton-new-orleans-riverside,hospitality_food_service,high
hla-garment-malaysia-sdn-bhd,consumer_brands,high
hong-kong-sa-sa-m-sdn-bhd,retail_ecommerce,high
hopskipdrive,transportation_logistics,high
horizon-construction-development,real_estate_construction,high
housebuyersofamerica,real_estate_construction,high
howmet-aerospace,defense_aerospace,high
hspg,real_estate_construction,medium
humanarchive,tech_software_internet,medium
icon-plc,healthcare_pharma_biotech,high
ideal-quality-sdn-bhd,manufacturing,medium
ifca-msc-berhad,tech_software_internet,high
improbable,tech_software_internet,high
instantserve-llc,consulting_professional_services,high
intermex-wire-transfer-llc,finance_fintech,high
interwellhealth,healthcare_provider,high
interworks,consulting_professional_services,high
jshiddenevents,finance_fintech,high
juris-technologies-sdn-bhd,tech_software_internet,high
jvs-boston,nonprofit,high
kambi,gaming,high
kentik,tech_software_internet,high
kincho-tech-marketing-sdn-bhd,consulting_professional_services,medium
kinetics-systems-malaysia-sdn-bhd,manufacturing,medium
kraft-software-solutions-sdn-bhd,consulting_professional_services,medium
l-or-al-malaysia-sdn-bhd,consumer_brands,high
launchpadtechnologiesinc,consulting_professional_services,high
lear-corporation,automotive,high
lee-s-frozen-food-sdn-bhd,agriculture_food_production,high
leolabsinc,defense_aerospace,high
liberty-specialty-markets,finance_insurance,high
lim-seong-hai-capital-berhad,real_estate_construction,medium
linkup,tech_software_internet,high
lucis,tech_software_internet,medium
magnet-security-automation-sdn-bhd,manufacturing,medium
mantisinnovation,energy_utilities,high
massive-rocket,consulting_professional_services,high
mathersplendido,healthcare_provider,high
mavenrobotics,manufacturing,medium
mcneilus-truck-and-manufacturing-inc,manufacturing,high
meadeengineeringinc,consulting_professional_services,high
mhi,consulting_professional_services,high
mi-equipment-m-sdn-bhd,manufacturing,high
miaow-miaow-food-products-sdn-bhd,agriculture_food_production,high
middesk,tech_software_internet,high
milltownpartners,consulting_professional_services,high
mitsubishi-elevator-malaysia-sdn-bhd,manufacturing,high
mkh-berhad,real_estate_construction,high
mobilityone-sdn-bhd,tech_software_internet,medium
moduscreate,consulting_professional_services,high
mst-golf-sdn-bhd,retail_ecommerce,high
mutiny,tech_software_internet,high
nabihealth,healthcare_provider,high
nace.ai,tech_software_internet,high
nanit,consumer_brands,high
nationalpublicradioinc,media_entertainment,high
nemours,healthcare_provider,high
netsuite,tech_software_internet,high
neuehealth,healthcare_provider,high
nisga-a-ciops,defense_aerospace,medium
noomgrowth,healthcare_provider,high
northern-trust,finance_banking,high
novaair-industrial-gases-sdn-bhd,manufacturing,high
novolex,manufacturing,high
nss-it-solution-sdn-bhd,consulting_professional_services,medium
ntech-workforce,consulting_professional_services,high
nutrafol,consumer_brands,high
nutscom,retail_ecommerce,high
nvidia,tech_hardware_semiconductors,high
obexp,media_entertainment,medium
obviant,defense_aerospace,medium
ocim-sdn-bhd,manufacturing,medium
ogury,media_entertainment,high
ohalogenetics,agriculture_food_production,high
omnisend,tech_software_internet,high
oneok,energy_utilities,high
openspace,tech_software_internet,high
outsight,tech_software_internet,medium
panoptyc,tech_software_internet,high
partnerize,tech_software_internet,high
patent-and-trademark-office,public_sector_government,high
paylocity,tech_software_internet,high
pembinaan-kekal-mewah-sdn-bhd,real_estate_construction,high
people-profilers-pte-ltd,consulting_professional_services,high
petronas-lubricants-international-sdn-bhd,energy_utilities,high
pipe17,tech_software_internet,high
pivotbio,agriculture_food_production,high
pmi-technology-sdn-bhd,manufacturing,medium
portwest,consumer_brands,high
prodware-solutions,consulting_professional_services,high
propel,finance_fintech,high
prophet-security,tech_software_internet,high
prospect-outsourcing-sdn-bhd,consulting_professional_services,high
puffco,consumer_brands,high
qohash,tech_software_internet,high
qualitas-medical-group-sdn-bhd,healthcare_provider,high
quindar,defense_aerospace,high
r-l-carriers,transportation_logistics,high
rapdev,consulting_professional_services,high
redbee,consulting_professional_services,medium
restream,tech_software_internet,high
revature,consulting_professional_services,high
rockwell-automation,manufacturing,high
route,tech_software_internet,high
ruelala,retail_ecommerce,high
ruggable,consumer_brands,high
rwzant,agriculture_food_production,medium
saasgroup,tech_software_internet,high
samsung-electronics-america,tech_hardware_semiconductors,high
samsungresearchamerica,tech_software_internet,high
sanmina-sci-systems-malaysia-sdn-bhd,manufacturing,high
second-nature,tech_software_internet,high
securities-services-holdings-sdn-bhd,finance_fintech,high
select-water-solutions,energy_utilities,high
sharp-electronics-m-sdn-bhd,tech_hardware_semiconductors,high
shiftsmart,tech_software_internet,high
sidecarhealth,finance_insurance,high
signifyd95,tech_software_internet,high
skip,tech_hardware_semiconductors,medium
slickdeals,media_entertainment,high
smallpdf,tech_software_internet,high
sms-group-usa,manufacturing,high
sonoco,manufacturing,high
soshallwe,consulting_professional_services,medium
spectrum-enterprise,telecommunications,high
standinsurance,tech_software_internet,medium
starbridge,tech_software_internet,high
steercrm,tech_software_internet,high
strala-ai,tech_software_internet,high
stratum-ai,tech_software_internet,high
swarmer,defense_aerospace,high
sweedpos.com,tech_software_internet,high
synopsys-inc,tech_software_internet,high
tailored-brands-inc,retail_ecommerce,high
tandem-diabetes-care,healthcare_devices,high
taxrise,finance_fintech,medium
taylor-morrison,real_estate_construction,high
tebi,tech_software_internet,high
technosphere-inc,consulting_professional_services,high
techolution,consulting_professional_services,high
tekton,consumer_brands,high
teleport-commerce-malaysia-sdn-bhd,transportation_logistics,high
tf-amd-microelectronics-penang-sdn-bhd,tech_hardware_semiconductors,high
the-alice-smith-school,education_k12,high
the-depository-trust-clearing-corporation-dtcc,finance_banking,high
the-nature-conservancy,nonprofit,high
thiess,manufacturing,high
tier4-group,consulting_professional_services,high
tiktok-pte-ltd,media_entertainment,high
tiong-nam-logistics-solutions-sdn-bhd,transportation_logistics,high
titanicom-tech-limited,consulting_professional_services,medium
titanwh,finance_fintech,medium
totalsystech,defense_aerospace,high
traversal,tech_software_internet,high
u-s-tsubaki-power-transmission-llc,manufacturing,high
uhy,consulting_professional_services,high
umbrel,tech_software_internet,high
unit,finance_fintech,high
verticalbridge,telecommunications,high
vf-brands-malaysia-sdn-bhd,consumer_brands,high
virtuous,tech_software_internet,high
viva-usa-inc,consulting_professional_services,high
vizient-inc,consulting_professional_services,high
vmc-soft-technologies-inc,consulting_professional_services,high
vulncheck,tech_software_internet,high
wisconsin-community-services-inc,nonprofit,high
wyndlabs,tech_software_internet,medium
yeti,consumer_brands,high
ywcaworks,nonprofit,high
zebra-technologies-m-sdn-bhd,tech_hardware_semiconductors,high
zoom,tech_software_internet,high
Contradict Capital,finance_fintech,medium
ValonVM,tech_software_internet,high
abundant,tech_software_internet,low
advocateconstruction,real_estate_construction,high
aidashinc,tech_software_internet,high
akraya-inc,consulting_professional_services,high
albertsons-market,retail_ecommerce,high
all-it-hypermarket-sdn-bhd,retail_ecommerce,high
ally,finance_banking,high
alphawave-semi,tech_hardware_semiconductors,high
alside,real_estate_construction,high
ankar,tech_software_internet,medium
ankorstore,retail_ecommerce,high
aperaaiinc,manufacturing,high
apolloresearch,tech_software_internet,high
apparatus,media_entertainment,medium
applytoaktos,finance_fintech,medium
appspace,tech_software_internet,high
ardurra,consulting_professional_services,high
armani-development-sdn-bhd,real_estate_construction,high
arsys,tech_software_internet,medium
arup-jururunding-sdn-bhd,consulting_professional_services,high
asia-honour-paper-industries-m-sdn-bhd,manufacturing,high
aspire-software,tech_software_internet,high
associated-materials,manufacturing,high
astra,tech_software_internet,medium
asurion,tech_software_internet,high
at-global-advisory,consulting_professional_services,medium
atlassp,finance_fintech,high
atoz-software-tech-sdn-bhd,consulting_professional_services,medium
august,tech_software_internet,medium
avacend-inc,consulting_professional_services,high
axiscompany,manufacturing,medium
b2c2,finance_fintech,high
baton,tech_software_internet,medium
bepc-inc-business-excellence-professional-consulting,consulting_professional_services,high
bevicareers,tech_hardware_semiconductors,medium
beyondsoft-malaysia-sdn-bhd,consulting_professional_services,high
billtrust1,finance_fintech,high
binti,tech_software_internet,high
biocon-sdn-bhd,healthcare_pharma_biotech,high
biograph,healthcare_provider,high
bloomon,consumer_brands,high
bluecrestcapitalmanagement,finance_fintech,high
boingo,telecommunications,high
boldscience,consulting_professional_services,high
bona-spec-sdn-bhd,energy_utilities,medium
boston-materials,manufacturing,high
brainstation,education_higher,high
branchlab,tech_software_internet,high
brenntag,manufacturing,high
brink-s-inc,finance_banking,high
brisk-teaching,tech_software_internet,high
brunswick-corporation,manufacturing,high
builder,tech_software_internet,high
buzzfeed,media_entertainment,high
california-governor-s-office-of-emergency-services,public_sector_government,high
canopytax,tech_software_internet,high
caredxinc,healthcare_pharma_biotech,high
career-international-fos-pte-ltd,consulting_professional_services,high
carefirst-bluecross-blueshield,finance_insurance,high
carimin-petroleum-berhad,energy_utilities,high
causaly,tech_software_internet,high
cellsignalingtechnology79,healthcare_pharma_biotech,high
centers-for-medicare-medicaid-services,public_sector_government,high
centerwell-senior-primary-care,healthcare_provider,high
central-global-berhad,real_estate_construction,high
chenega-professional-services-strategic-business-unit,defense_aerospace,high
children-s-wisconsin,healthcare_provider,high
clickstop,manufacturing,medium
clinicalarchitecture,tech_software_internet,high
cloudchamberfr,gaming,high
cloudscaler,tech_software_internet,high
coach,retail_ecommerce,high
cobaltio,tech_software_internet,high
cobaltservicepartners,consulting_professional_services,high
cobblestoneenergy2,finance_fintech,high
cobot,tech_software_internet,medium
condor-software,tech_software_internet,high
connect-search-llc,consulting_professional_services,high
continental,automotive,high
copperstatefarms,consumer_brands,high
core-fusion-sdn-bhd,consulting_professional_services,medium
counterpart,finance_insurance,high
coursera,education_higher,high
crum-forster,finance_insurance,high
cycle-carriage-bintang-berhad,automotive,high
danone,consumer_brands,high
datalabusa,consulting_professional_services,high
defense-contract-management-agency,defense_aerospace,high
deltaairportconsultants,consulting_professional_services,high
designworkstalent,consulting_professional_services,high
distantjob,consulting_professional_services,high
domino-s,hospitality_food_service,high
doordashindia,tech_software_internet,high
dpo-international-sdn-bhd,agriculture_food_production,medium
dr-chong-clinic,healthcare_provider,high
